,order_number,line_item,order_date,delivery_date,customerkey,storekey,productkey,quantity,currency_code,gender,name,city,state_code,state,zip_code,country,continent,birthday,date,currency,exchange,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,square_meters,open_date
1382,1122009,2,2018-01-26,Not Available,133761,6,632,3,AUD,Female,Dakota Neville,WEDGECARRUP,WA,Western Australia,6315,Australia,Australia,1956-05-28,2018-01-26,AUD,1.2367,WWI Screen 85in E1010 White,Wide World Importers,White,70.87,139.0,305,Projectors & Screens,3,Computers,2000.0,2010-01-01
1383,1122009,3,2018-01-26,Not Available,133761,6,435,2,AUD,Female,Dakota Neville,WEDGECARRUP,WA,Western Australia,6315,Australia,Australia,1956-05-28,2018-01-26,AUD,1.2367,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,269.95,303,Desktops,3,Computers,2000.0,2010-01-01
1384,1122009,4,2018-01-26,Not Available,133761,6,1453,1,AUD,Female,Dakota Neville,WEDGECARRUP,WA,Western Australia,6315,Australia,Australia,1956-05-28,2018-01-26,AUD,1.2367,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,The Phone Company,Gold,118.65,258.0,503,Touch Screen Phones,5,Cell phones,2000.0,2010-01-01
1385,1125003,1,2018-01-29,Not Available,1989435,65,1941,3,USD,Female,Marija Matkovic,Paw Paw,WV,West Virginia,25434,United States,North America,1954-09-17,2018-01-29,USD,1.0,Litware Refrigerator 9.7CuFt M560 White,Litware,White,226.71,493.0,802,Refrigerators,8,Home Appliances,1785.0,2012-01-01
1386,1125003,2,2018-01-29,Not Available,1989435,65,596,3,USD,Female,Marija Matkovic,Paw Paw,WV,West Virginia,25434,United States,North America,1954-09-17,2018-01-29,USD,1.0,Contoso Screen 100in E010 White,Contoso,White,62.95,190.0,305,Projectors & Screens,3,Computers,1785.0,2012-01-01
1387,1129010,1,2018-02-02,Not Available,1568116,45,452,5,USD,Female,Veronica Jones,Norwalk,CT,Connecticut,6851,United States,North America,1998-08-23,2018-02-02,USD,1.0,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Red,112.14,219.95,303,Desktops,3,Computers,2000.0,2007-07-08
1388,1129010,2,2018-02-02,Not Available,1568116,45,2089,1,USD,Female,Veronica Jones,Norwalk,CT,Connecticut,6851,United States,North America,1998-08-23,2018-02-02,USD,1.0,Contoso Water Heater 1.5GPM E0800 White,Contoso,White,131.28,257.5,804,Water Heaters,8,Home Appliances,2000.0,2007-07-08
1389,1129010,3,2018-02-02,Not Available,1568116,45,1676,3,USD,Female,Veronica Jones,Norwalk,CT,Connecticut,6851,United States,North America,1998-08-23,2018-02-02,USD,1.0,MGS Hand Games women M400 Red,Tailspin Toys,Red,4.13,8.99,701,Boxed Games,7,Games and Toys,2000.0,2007-07-08
1390,1130000,1,2018-02-03,Not Available,2043928,59,442,2,USD,Female,Poppy Rotton,Beaverton,OR,Oregon,97005,United States,North America,1937-05-05,2018-02-03,USD,1.0,WWI Desktop PC1.80 E1801 Silver,Wide World Importers,Silver,137.6,269.9,303,Desktops,3,Computers,2000.0,2012-08-08
1391,1130000,2,2018-02-03,Not Available,2043928,59,133,7,USD,Female,Poppy Rotton,Beaverton,OR,Oregon,97005,United States,North America,1937-05-05,2018-02-03,USD,1.0,"Adventure Works 20"" LCD HDTV M120 Silver",Adventure Works,Silver,160.93,349.95,201,Televisions,2,TV and Video,2000.0,2012-08-08
1392,1130016,1,2018-02-03,Not Available,1305098,63,1605,4,USD,Female,Audrey Lynch,Wendover,UT,Utah,84083,United States,North America,1979-03-23,2018-02-03,USD,1.0,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Black,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
1393,1130016,2,2018-02-03,Not Available,1305098,63,2107,1,USD,Female,Audrey Lynch,Wendover,UT,Utah,84083,United States,North America,1979-03-23,2018-02-03,USD,1.0,Contoso Water Heater 4.0GPM M1250 Grey,Contoso,Grey,363.75,791.0,804,Water Heaters,8,Home Appliances,2000.0,2008-03-06
1394,1132009,1,2018-02-05,Not Available,1520094,59,2113,3,USD,Male,Eric Coker,Tualatin,OR,Oregon,97062,United States,North America,1950-12-17,2018-02-05,USD,1.0,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Red,258.99,508.0,804,Water Heaters,8,Home Appliances,2000.0,2012-08-08
1395,1132009,2,2018-02-05,Not Available,1520094,59,2081,3,USD,Male,Eric Coker,Tualatin,OR,Oregon,97062,United States,North America,1950-12-17,2018-02-05,USD,1.0,Contoso Microwave 1.6CuFt M0125 Black,Contoso,Black,82.77,179.99,803,Microwaves,8,Home Appliances,2000.0,2012-08-08
1396,1132009,3,2018-02-05,Not Available,1520094,59,1701,1,USD,Male,Eric Coker,Tualatin,OR,Oregon,97062,United States,North America,1950-12-17,2018-02-05,USD,1.0,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Red,2.54,4.98,701,Boxed Games,7,Games and Toys,2000.0,2012-08-08
1397,1133012,1,2018-02-06,Not Available,434588,24,584,5,EUR,Female,Sandra Hertz,Reinheim,HE,Hessen,64354,Germany,Europe,1951-09-19,2018-02-06,EUR,0.8111,Contoso Screen 100in E010 Black,Contoso,Black,62.95,190.0,305,Projectors & Screens,3,Computers,1855.0,2012-12-15
1398,1135000,1,2018-02-08,Not Available,1410305,44,861,1,USD,Female,Catherine White,Little Rock,AR,Arkansas,72205,United States,North America,1970-05-30,2018-02-08,USD,1.0,Contoso Wireless Notebook Optical Mouse M35 Silver,Contoso,Silver,13.77,29.95,308,Computers Accessories,3,Computers,2000.0,2010-06-03
1399,1135000,2,2018-02-08,Not Available,1410305,44,1648,5,USD,Female,Catherine White,Little Rock,AR,Arkansas,72205,United States,North America,1970-05-30,2018-02-08,USD,1.0,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,Black,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-06-03
1400,1135001,1,2018-02-08,Not Available,1984697,43,1579,1,USD,Female,Asta Damgaard,Anchorage,AK,Alaska,99515,United States,North America,1953-11-27,2018-02-08,USD,1.0,SV DVD Recorder L220 White,Southridge Video,White,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",1190.0,2015-01-01
1401,1135001,2,2018-02-08,Not Available,1984697,43,437,1,USD,Female,Asta Damgaard,Anchorage,AK,Alaska,99515,United States,North America,1953-11-27,2018-02-08,USD,1.0,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,White,254.86,499.9,303,Desktops,3,Computers,1190.0,2015-01-01
1402,1135002,1,2018-02-08,Not Available,591374,24,46,7,EUR,Male,Wolfgang Unger,Wiesbaden,HE,Hessen,65197,Germany,Europe,1975-05-30,2018-02-08,EUR,0.8162,WWI 1GB Pulse Smart pen E50 White,Wide World Importers,White,76.45,149.95,104,Recording Pen,1,Audio,1855.0,2012-12-15
1403,1136002,1,2018-02-09,Not Available,804871,31,1620,10,EUR,Male,Quincey Videler,Nieuw-Buinen,DR,Drenthe,9521 KA,Netherlands,Europe,1990-04-15,2018-02-09,EUR,0.8148,Contoso DVD Player M140 Gold,Contoso,Gold,28.05,60.99,602,Movie DVD,6,"Music, Movies and Audio Books",1085.0,2012-01-07
1404,1136007,1,2018-02-09,Not Available,1994581,45,1674,1,USD,Female,Eila Sarparanta,Columbia,CT,Connecticut,6237,United States,North America,1977-06-26,2018-02-09,USD,1.0,MGS Hand Games for students E400 Red,Tailspin Toys,Red,3.56,6.99,701,Boxed Games,7,Games and Toys,2000.0,2007-07-08
1405,1136007,2,2018-02-09,Not Available,1994581,45,304,8,USD,Female,Eila Sarparanta,Columbia,CT,Connecticut,6237,United States,North America,1977-06-26,2018-02-09,USD,1.0,SV Car Video LCD7W M7082 Black,Southridge Video,Black,321.44,699.0,205,Car Video,2,TV and Video,2000.0,2007-07-08
1406,1139002,1,2018-02-12,Not Available,1754312,65,1341,2,USD,Female,Janet Luke,Snowshoe,WV,West Virginia,26209,United States,North America,1935-02-06,2018-02-12,USD,1.0,Contoso Phone with Memory Dialing-2 lines E90 Black,Contoso,Black,8.16,16.0,501,Home & Office Phones,5,Cell phones,1785.0,2012-01-01
1407,1139002,2,2018-02-12,Not Available,1754312,65,144,3,USD,Female,Janet Luke,Snowshoe,WV,West Virginia,26209,United States,North America,1935-02-06,2018-02-12,USD,1.0,"Adventure Works 15.6"" LCD TV M130W Brown",Adventure Works,Brown,152.94,299.99,201,Televisions,2,TV and Video,1785.0,2012-01-01
1408,1139002,3,2018-02-12,Not Available,1754312,65,1767,2,USD,Female,Janet Luke,Snowshoe,WV,West Virginia,26209,United States,North America,1935-02-06,2018-02-12,USD,1.0,MGS Dal of Honor Airborne 2008 M430,Tailspin Toys,White,15.64,34.0,702,Download Games,7,Games and Toys,1785.0,2012-01-01
1409,1139007,1,2018-02-12,Not Available,165649,5,78,1,AUD,Female,Rebecca Moss,WARATAH BAY,VIC,Victoria,3959,Australia,Australia,1978-09-19,2018-02-12,AUD,1.2758,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Silver,18.65,40.55,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
1410,1139007,3,2018-02-12,Not Available,165649,5,1624,2,AUD,Female,Rebecca Moss,WARATAH BAY,VIC,Victoria,3959,Australia,Australia,1978-09-19,2018-02-12,AUD,1.2758,Contoso DVD Recorder L220 White,Contoso,White,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
1411,1139011,1,2018-02-12,Not Available,1893487,55,2106,1,USD,Male,Dillon Pigford,Las Vegas,NV,Nevada,89119,United States,North America,1952-06-16,2018-02-12,USD,1.0,Contoso Water Heater 4.3GPM M1250 Grey,Contoso,Grey,403.53,877.5,804,Water Heaters,8,Home Appliances,2000.0,2009-12-15
1412,1140002,1,2018-02-13,Not Available,2088972,63,138,1,USD,Female,Eva Brandt,Ephraim,UT,Utah,84627,United States,North America,1935-05-19,2018-02-13,USD,1.0,"Adventure Works 32"" LCD HDTV M130 Black",Adventure Works,Black,229.93,499.99,201,Televisions,2,TV and Video,2000.0,2008-03-06
1413,1140002,2,2018-02-13,Not Available,2088972,63,17,5,USD,Female,Eva Brandt,Ephraim,UT,Utah,84627,United States,North America,1935-05-19,2018-02-13,USD,1.0,Contoso 8GB Super-Slim MP3/Video Player M800 Red,Contoso,Red,50.56,109.95,101,MP4&MP3,1,Audio,2000.0,2008-03-06
1414,1140018,1,2018-02-13,Not Available,1783631,55,460,2,USD,Male,Louis Camacho,Las Vegas,NV,Nevada,89128,United States,North America,1947-12-13,2018-02-13,USD,1.0,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,152.9,299.9,303,Desktops,3,Computers,2000.0,2009-12-15
1415,1140018,2,2018-02-13,Not Available,1783631,55,1600,4,USD,Male,Louis Camacho,Las Vegas,NV,Nevada,89128,United States,North America,1947-12-13,2018-02-13,USD,1.0,SV DVD External DVD Burner M200 Silver,Southridge Video,Silver,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2009-12-15
1416,1140018,3,2018-02-13,Not Available,1783631,55,806,4,USD,Male,Louis Camacho,Las Vegas,NV,Nevada,89128,United States,North America,1947-12-13,2018-02-13,USD,1.0,Contoso USB Wave Multi-media Keyboard E280 White,Contoso,White,8.11,15.9,308,Computers Accessories,3,Computers,2000.0,2009-12-15
1417,1141000,1,2018-02-14,Not Available,146534,5,1461,2,AUD,Female,Chloe Hudd,LAKE TYERS,VIC,Victoria,3887,Australia,Australia,1941-12-27,2018-02-14,AUD,1.272,Contoso Touch Screen Phones Capacitive M908 Black,Contoso,Black,141.64,308.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
1418,1141012,1,2018-02-14,Not Available,1295537,50,1588,1,USD,Male,Patrick Stephenson,Sharon,KS,Kansas,67138,United States,North America,1935-09-18,2018-02-14,USD,1.0,SV DVD 58 DVD Storage Binder M55 Silver,Southridge Video,Silver,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2008-03-06
1419,1141012,2,2018-02-14,Not Available,1295537,50,354,6,USD,Male,Patrick Stephenson,Sharon,KS,Kansas,67138,United States,North America,1935-09-18,2018-02-14,USD,1.0,Fabrikam Laptop12 M2001 Silver,Fabrikam,Silver,195.24,382.95,301,Laptops,3,Computers,2000.0,2008-03-06
1420,1142005,1,2018-02-15,Not Available,1965339,44,1453,1,USD,Male,Vinícius Souza,Searcy,AR,Arkansas,72143,United States,North America,1964-12-20,2018-02-15,USD,1.0,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,The Phone Company,Gold,118.65,258.0,503,Touch Screen Phones,5,Cell phones,2000.0,2010-06-03
1421,1142013,1,2018-02-15,Not Available,1808265,45,424,6,USD,Male,Nicholas Benedict,East Hartford,CT,Connecticut,6108,United States,North America,1961-12-21,2018-02-15,USD,1.0,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,137.63,269.95,303,Desktops,3,Computers,2000.0,2007-07-08
1422,1142016,1,2018-02-15,Not Available,1526612,65,341,1,USD,Female,Mary Wheeler,Wheeling,WV,West Virginia,26003,United States,North America,1950-04-10,2018-02-15,USD,1.0,Fabrikam Laptop16W M6080 Black,Fabrikam,Black,444.69,967.0,301,Laptops,3,Computers,1785.0,2012-01-01
1423,1142016,2,2018-02-15,Not Available,1526612,65,1601,1,USD,Female,Mary Wheeler,Wheeling,WV,West Virginia,26003,United States,North America,1950-04-10,2018-02-15,USD,1.0,SV DVD 9-Inch Player Portable M300 Black,Southridge Video,Black,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",1785.0,2012-01-01
1424,1143009,1,2018-02-16,Not Available,1820236,66,1721,9,USD,Male,David McClain,Cheyenne,WY,Wyoming,82001,United States,North America,1971-09-01,2018-02-16,USD,1.0,MGS Rise of Nations: Rise of Legends M290,Tailspin Toys,Black,32.25,70.13,702,Download Games,7,Games and Toys,840.0,2014-01-01
1425,1143021,1,2018-02-16,Not Available,581757,23,455,9,EUR,Female,Michelle Krüger,Hamburg Klostertor,HH,Hamburg,20097,Germany,Europe,1948-11-29,2018-02-16,EUR,0.8023,WWI Desktop PC2.33 X2330 White,Wide World Importers,White,304.48,919.0,303,Desktops,3,Computers,1365.0,2010-01-01
1426,1143021,2,2018-02-16,Not Available,581757,23,1593,2,EUR,Female,Michelle Krüger,Hamburg Klostertor,HH,Hamburg,20097,Germany,Europe,1948-11-29,2018-02-16,EUR,0.8023,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,Red,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",1365.0,2010-01-01
1427,1143021,3,2018-02-16,Not Available,581757,23,293,2,EUR,Female,Michelle Krüger,Hamburg Klostertor,HH,Hamburg,20097,Germany,Europe,1948-11-29,2018-02-16,EUR,0.8023,SV Car Video LCD7W M7081 Black,Southridge Video,Black,229.47,499.0,205,Car Video,2,TV and Video,1365.0,2010-01-01
1428,1143022,1,2018-02-16,Not Available,99810,5,141,1,AUD,Male,Jaxon Vonwiller,KINGSTON,VIC,Victoria,3364,Australia,Australia,1939-03-05,2018-02-16,AUD,1.2592,"Adventure Works 15.6"" LCD TV M130W Silver",Adventure Works,Silver,152.94,299.99,201,Televisions,2,TV and Video,2000.0,2015-12-09
1429,1143022,2,2018-02-16,Not Available,99810,5,1627,2,AUD,Male,Jaxon Vonwiller,KINGSTON,VIC,Victoria,3364,Australia,Australia,1939-03-05,2018-02-16,AUD,1.2592,Contoso DVD 48 DVD Storage Binder M50 Black,Contoso,Black,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
1430,1143022,3,2018-02-16,Not Available,99810,5,1348,1,AUD,Male,Jaxon Vonwiller,KINGSTON,VIC,Victoria,3364,Australia,Australia,1939-03-05,2018-02-16,AUD,1.2592,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,Contoso,Black,10.57,22.99,501,Home & Office Phones,5,Cell phones,2000.0,2015-12-09
1431,1143022,4,2018-02-16,Not Available,99810,5,1578,1,AUD,Male,Jaxon Vonwiller,KINGSTON,VIC,Victoria,3364,Australia,Australia,1939-03-05,2018-02-16,AUD,1.2592,SV DVD Recorder L210 Silver,Southridge Video,Silver,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
1432,1144030,1,2018-02-17,Not Available,180678,5,2488,4,AUD,Female,Sara Plant,WARRENMANG,VIC,Victoria,3478,Australia,Australia,1966-04-03,2018-02-17,AUD,1.2592,Contoso Rubberized Skin BlackBerry E100 Black,Contoso,Black,7.64,14.99,505,Cell phones Accessories,5,Cell phones,2000.0,2015-12-09
1433,1144030,2,2018-02-17,Not Available,180678,5,1646,3,AUD,Female,Sara Plant,WARRENMANG,VIC,Victoria,3478,Australia,Australia,1966-04-03,2018-02-17,AUD,1.2592,Contoso DVD 9-Inch Player Portable M300 Black,Contoso,Black,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
1434,1144030,3,2018-02-17,Not Available,180678,5,418,1,AUD,Female,Sara Plant,WARRENMANG,VIC,Victoria,3478,Australia,Australia,1966-04-03,2018-02-17,AUD,1.2592,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Silver,137.63,269.95,303,Desktops,3,Computers,2000.0,2015-12-09
1435,1144040,1,2018-02-17,Not Available,134230,5,1761,1,AUD,Male,Brayden Piquet,HOPEVALE,VIC,Victoria,3396,Australia,Australia,1992-08-25,2018-02-17,AUD,1.2592,MGS Combat Flight Simulator 2 M400,Tailspin Toys,Black,33.75,73.39,702,Download Games,7,Games and Toys,2000.0,2015-12-09
1436,1146019,1,2018-02-19,Not Available,1878966,44,172,3,USD,Female,Lisa Roux,Pine Bluff,AR,Arkansas,71601,United States,North America,1958-11-24,2018-02-19,USD,1.0,SV 22xDVD X680 Black,Southridge Video,Black,55.99,169.0,202,VCD & DVD,2,TV and Video,2000.0,2010-06-03
1437,1146020,1,2018-02-19,Not Available,1680415,56,59,2,USD,Male,Jesus Ramirez,Manchester,NH,New Hampshire,3101,United States,North America,1969-07-18,2018-02-19,USD,1.0,WWI 1GB Digital Voice Recorder Pen E100 Pink,Wide World Importers,Pink,79.53,156.0,104,Recording Pen,1,Audio,1260.0,2015-01-01
1438,1146020,2,2018-02-19,Not Available,1680415,56,75,1,USD,Male,Jesus Ramirez,Manchester,NH,New Hampshire,3101,United States,North America,1969-07-18,2018-02-19,USD,1.0,NT Bluetooth Active Headphones E202 White,Northwind Traders,White,17.45,37.95,106,Bluetooth Headphones,1,Audio,1260.0,2015-01-01
1439,1147001,1,2018-02-20,Not Available,1621372,57,1641,5,USD,Female,Stephanie Wood,Conchas Dam,NM,New Mexico,88416,United States,North America,1961-06-25,2018-02-20,USD,1.0,Contoso DVD 55DVD Storage Binder M56 Red,Contoso,Red,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",1645.0,2010-06-03
1440,1147001,2,2018-02-20,Not Available,1621372,57,585,2,USD,Female,Stephanie Wood,Conchas Dam,NM,New Mexico,88416,United States,North America,1961-06-25,2018-02-20,USD,1.0,Contoso Screen 85in E085 Black,Contoso,Black,70.87,139.0,305,Projectors & Screens,3,Computers,1645.0,2010-06-03
1441,1147001,3,2018-02-20,Not Available,1621372,57,459,2,USD,Female,Stephanie Wood,Conchas Dam,NM,New Mexico,88416,United States,North America,1961-06-25,2018-02-20,USD,1.0,WWI Desktop PC1.80 E1801 White,Wide World Importers,White,137.6,269.9,303,Desktops,3,Computers,1645.0,2010-06-03
1442,1147001,4,2018-02-20,Not Available,1621372,57,1573,3,USD,Female,Stephanie Wood,Conchas Dam,NM,New Mexico,88416,United States,North America,1961-06-25,2018-02-20,USD,1.0,SV DVD Player M120 White,Southridge Video,White,27.13,58.99,602,Movie DVD,6,"Music, Movies and Audio Books",1645.0,2010-06-03
1443,1147001,5,2018-02-20,Not Available,1621372,57,1557,3,USD,Female,Stephanie Wood,Conchas Dam,NM,New Mexico,88416,United States,North America,1961-06-25,2018-02-20,USD,1.0,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,White,142.56,310.0,504,Smart phones & PDAs,5,Cell phones,1645.0,2010-06-03
1444,1147008,1,2018-02-20,Not Available,1226395,45,1364,1,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,2018-02-20,USD,1.0,Contoso Phone System Accessory Handset with Charger M308 White,Contoso,White,12.41,26.99,501,Home & Office Phones,5,Cell phones,2000.0,2007-07-08
1445,1147008,2,2018-02-20,Not Available,1226395,45,393,6,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,2018-02-20,USD,1.0,WWI Laptop16 M0160 Black,Wide World Importers,Black,275.46,599.0,301,Laptops,3,Computers,2000.0,2007-07-08
1446,1147008,3,2018-02-20,Not Available,1226395,45,1515,2,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,2018-02-20,USD,1.0,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,The Phone Company,Gold,105.77,230.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2007-07-08
1447,1147008,4,2018-02-20,Not Available,1226395,45,920,6,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,2018-02-20,USD,1.0,SV USB Data Cable E600 Black,Southridge Video,Black,0.48,0.95,308,Computers Accessories,3,Computers,2000.0,2007-07-08
1448,1147008,5,2018-02-20,Not Available,1226395,45,2098,7,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,2018-02-20,USD,1.0,Contoso Water Heater 2.6GPM E0900 Green,Contoso,Green,258.99,508.0,804,Water Heaters,8,Home Appliances,2000.0,2007-07-08
1449,1147008,6,2018-02-20,Not Available,1226395,45,422,2,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,2018-02-20,USD,1.0,Adventure Works Desktop PC2.33 XD233 Black,Adventure Works,Black,321.05,969.0,303,Desktops,3,Computers,2000.0,2007-07-08
1450,1147008,7,2018-02-20,Not Available,1226395,45,1803,1,USD,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,United States,North America,1945-09-05,2018-02-20,USD,1.0,MGS Combat Flight Simulator 2009 E159,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,2000.0,2007-07-08
1451,1147010,1,2018-02-20,Not Available,154973,6,449,1,AUD,Female,Annabelle Mulga,LAKE HINDS,WA,Western Australia,6603,Australia,Australia,1975-07-28,2018-02-20,AUD,1.2681,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Black,160.49,349.0,303,Desktops,3,Computers,2000.0,2010-01-01
1452,1147016,1,2018-02-20,Not Available,42177,6,1687,1,AUD,Male,Brock James,ELLEKER,WA,Western Australia,6330,Australia,Australia,1960-07-19,2018-02-20,AUD,1.2681,SV Hand Games men M30 Yellow,Southridge Video,Yellow,3.16,6.88,701,Boxed Games,7,Games and Toys,2000.0,2010-01-01
1453,1147016,2,2018-02-20,Not Available,42177,6,1462,2,AUD,Male,Brock James,ELLEKER,WA,Western Australia,6330,Australia,Australia,1960-07-19,2018-02-20,AUD,1.2681,Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black,Contoso,Black,123.24,268.0,503,Touch Screen Phones,5,Cell phones,2000.0,2010-01-01
1454,1147016,3,2018-02-20,Not Available,42177,6,1609,1,AUD,Male,Brock James,ELLEKER,WA,Western Australia,6330,Australia,Australia,1960-07-19,2018-02-20,AUD,1.2681,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,Silver,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-01-01
1455,1147016,4,2018-02-20,Not Available,42177,6,2115,2,AUD,Male,Brock James,ELLEKER,WA,Western Australia,6330,Australia,Australia,1960-07-19,2018-02-20,AUD,1.2681,Contoso Water Heater 4.3GPM M1250 Yellow,Contoso,Yellow,403.53,877.5,804,Water Heaters,8,Home Appliances,2000.0,2010-01-01
1456,1147017,1,2018-02-20,Not Available,162300,5,9,3,AUD,Male,Aiden Yencken,COONGULLA,VIC,Victoria,3860,Australia,Australia,1976-05-04,2018-02-20,AUD,1.2681,Contoso 4G MP3 Player E400 Black,Contoso,Black,30.58,59.99,101,MP4&MP3,1,Audio,2000.0,2015-12-09
1457,1148023,1,2018-02-21,Not Available,858185,33,2516,2,EUR,Male,Joe van Lenthe,Raerd,FR,Friesland,9012 DD,Netherlands,Europe,1962-10-31,2018-02-21,EUR,0.8122,Contoso In-Line Coupler E180 Black,Contoso,Black,1.71,3.35,505,Cell phones Accessories,5,Cell phones,1540.0,2015-12-09
1458,1148023,2,2018-02-21,Not Available,858185,33,1459,8,EUR,Male,Joe van Lenthe,Raerd,FR,Friesland,9012 DD,Netherlands,Europe,1962-10-31,2018-02-21,EUR,0.8122,Contoso Touch Screen Phones 5-Wire/Built-in M500 Black,Contoso,Black,117.73,256.0,503,Touch Screen Phones,5,Cell phones,1540.0,2015-12-09
1459,1149021,1,2018-02-22,Not Available,38195,6,1615,7,AUD,Female,Sara Roe,PAYNEDALE,WA,Western Australia,6239,Australia,Australia,1972-11-22,2018-02-22,AUD,1.2788,SV DVD 15-Inch Player Portable L200 White,Southridge Video,White,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2010-01-01
1460,1149021,2,2018-02-22,Not Available,38195,6,2089,5,AUD,Female,Sara Roe,PAYNEDALE,WA,Western Australia,6239,Australia,Australia,1972-11-22,2018-02-22,AUD,1.2788,Contoso Water Heater 1.5GPM E0800 White,Contoso,White,131.28,257.5,804,Water Heaters,8,Home Appliances,2000.0,2010-01-01
1461,1149031,1,2018-02-22,Not Available,1586325,50,73,7,USD,Female,Mary Clark,Republic,KS,Kansas,66964,United States,North America,1974-06-07,2018-02-22,USD,1.0,NT Wireless Bluetooth Stereo Headphones E102 White,Northwind Traders,White,22.05,47.95,106,Bluetooth Headphones,1,Audio,2000.0,2008-03-06
1462,1149031,2,2018-02-22,Not Available,1586325,50,944,7,USD,Female,Mary Clark,Republic,KS,Kansas,66964,United States,North America,1974-06-07,2018-02-22,USD,1.0,A. Datum Compact Digital Camera M200 Black,A. Datum,Black,59.32,129.0,401,Digital Cameras,4,Cameras and camcorders,2000.0,2008-03-06
1463,1149031,3,2018-02-22,Not Available,1586325,50,456,3,USD,Female,Mary Clark,Republic,KS,Kansas,66964,United States,North America,1974-06-07,2018-02-22,USD,1.0,WWI Desktop PC2.30 M2300 White,Wide World Importers,White,257.06,559.0,303,Desktops,3,Computers,2000.0,2008-03-06
1464,1149031,4,2018-02-22,Not Available,1586325,50,2188,1,USD,Female,Mary Clark,Republic,KS,Kansas,66964,United States,North America,1974-06-07,2018-02-22,USD,1.0,Fabrikam Coffee Maker 12C M100 Gold,Fabrikam,Gold,204.64,445.0,805,Coffee Machines,8,Home Appliances,2000.0,2008-03-06
1465,1149031,5,2018-02-22,Not Available,1586325,50,1437,3,USD,Female,Mary Clark,Republic,KS,Kansas,66964,United States,North America,1974-06-07,2018-02-22,USD,1.0,The Phone Company Finger Touch Screen Phones M30 Grey,The Phone Company,Grey,91.51,199.0,503,Touch Screen Phones,5,Cell phones,2000.0,2008-03-06
1466,1149031,6,2018-02-22,Not Available,1586325,50,1675,1,USD,Female,Mary Clark,Republic,KS,Kansas,66964,United States,North America,1974-06-07,2018-02-22,USD,1.0,MGS Hand Games men M300 Red,Tailspin Toys,Red,3.17,6.89,701,Boxed Games,7,Games and Toys,2000.0,2008-03-06
