CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday
474151,Female,Kristin Ebersbach,Grasberg,NI,Niedersachsen,28879,Germany,Europe,
474169,Male,David Baer,Aschheim,BY,Freistaat Bayern,85605,Germany,Europe,
474309,Female,Stefanie Becker,Kirchensittenbach,BY,Freistaat Bayern,91241,Germany,Europe,
474490,Male,Tobias Pfeffer,Bernhardswald,BY,Freistaat Bayern,93170,Germany,Europe,
474678,Female,Nicole Grunewald,Dresden,SN,Freistaat Sachsen,1141,Germany,Europe,
474789,Male,Felix Frey,Höhr-Grenzhausen,RP,Rheinland-Pfalz,56203,Germany,Europe,
475009,Female,Simone Nagel,Gröde,SH,Schleswig-Holstein,25869,Germany,Europe,
475049,Male,Luca Goldschmidt,Solingen Merscheid,NW,Nordrhein-Westfalen,42655,Germany,Europe,
475071,Male,Lukas Keller,Berlin Waidmannslust,BE,Berlin,13469,Germany,Europe,
475105,Female,Nicole Thalberg,Lüdinghausen,NW,Nordrhein-Westfalen,59348,Germany,Europe,
475108,Female,Juliane Vogt,Unterföhring,BY,Freistaat Bayern,85774,Germany,Europe,
475180,Female,Angelika Baer,Cottbus,BB,Brandenburg,3044,Germany,Europe,
475441,Male,Sven Beike,Ueckermünde,MV,Mecklenburg-Vorpommern,17368,Germany,Europe,
475485,Female,Doreen Bohm,Augsburg,BY,Freistaat Bayern,86181,Germany,Europe,
475534,Male,Markus Bayer,Heimborn,RP,Rheinland-Pfalz,57629,Germany,Europe,
475574,Female,Ursula Ackermann,Stuttgart Uhlbach,BW,Baden-Württemberg,70327,Germany,Europe,
475655,Male,Thomas Rothstein,Kirchlauter,BY,Freistaat Bayern,96166,Germany,Europe,
475710,Male,Mathias Durr,Neuwied Altwied,RP,Rheinland-Pfalz,56567,Germany,Europe,
475721,Female,Juliane Schroder,Schnaittenbach,BY,Freistaat Bayern,92251,Germany,Europe,
475779,Female,Angelika Grunwald,Neuhausen,BW,Baden-Württemberg,78579,Germany,Europe,
475786,Male,Lucas Herz,Neunkirchen,TH,Freistaat Thüringen,66522,Germany,Europe,
475953,Male,Mario Finkel,Bullay,RP,Rheinland-Pfalz,56859,Germany,Europe,
476114,Male,Klaus Becker,Eutin,SH,Schleswig-Holstein,23701,Germany,Europe,
476275,Male,Ralf Holtzmann,Hof,BY,Freistaat Bayern,95001,Germany,Europe,
476418,Male,Stefan Ackermann,Stolk,SH,Schleswig-Holstein,24890,Germany,Europe,
476425,Female,Diana Blau,Farven,NI,Niedersachsen,27446,Germany,Europe,
476441,Male,Ralf Fuerst,Weiding,BY,Freistaat Bayern,92557,Germany,Europe,
476744,Female,Franziska Schwab,Heek,NW,Nordrhein-Westfalen,48619,Germany,Europe,
476840,Female,Sara Schaefer,Ulm Mähringen,BW,Baden-Württemberg,89081,Germany,Europe,
477258,Female,Lena Baumgartner,Koblenz Niederberg,RP,Rheinland-Pfalz,56077,Germany,Europe,
477301,Female,Jessika Kunze,Güstrow,MV,Mecklenburg-Vorpommern,18261,Germany,Europe,
477328,Male,Jörg Farber,Bremen Burgdamm,HB,Freie Hansestadt Bremen,28719,Germany,Europe,
477389,Female,Stefanie Schmid,Stühlingen,BW,Baden-Württemberg,79780,Germany,Europe,
477437,Male,Erik Lang,Königsmoor,NI,Niedersachsen,21255,Germany,Europe,
477820,Female,Doreen Herz,Bahrenborstel,NI,Niedersachsen,27245,Germany,Europe,
477948,Female,Uta Muller,Scheyern,BY,Freistaat Bayern,85297,Germany,Europe,
478136,Male,Leon Holtzmann,Siedenburg,NI,Niedersachsen,27254,Germany,Europe,
478234,Female,Melanie Bumgarner,Rostock,MV,Mecklenburg-Vorpommern,18131,Germany,Europe,
478298,Female,Juliane Duerr,Griesbach,BY,Freistaat Bayern,94083,Germany,Europe,
478490,Male,Maik Weissmuller,Neubrandenburg,MV,Mecklenburg-Vorpommern,17007,Germany,Europe,
478492,Female,Sara Pfeiffer,Spesenroth,RP,Rheinland-Pfalz,56288,Germany,Europe,
478554,Female,Sarah Furst,Haverlah,NI,Niedersachsen,38275,Germany,Europe,
478557,Female,Ute Wirth,Dalberg,RP,Rheinland-Pfalz,55595,Germany,Europe,
478628,Female,Michelle Maur,Riedenburg,BY,Freistaat Bayern,93339,Germany,Europe,
478863,Female,Martina Gruenewald,Weißenburg,BY,Freistaat Bayern,91781,Germany,Europe,
478977,Female,Kathrin Maurer,Chemnitz,SN,Freistaat Sachsen,9025,Germany,Europe,
479309,Male,Marco Egger,Meddersheim,RP,Rheinland-Pfalz,55566,Germany,Europe,
479359,Female,Kristin Blau,Hamburg Reitbrook,HH,Hamburg,21037,Germany,Europe,
479447,Male,Daniel Kaestner,Weiden,BY,Freistaat Bayern,92601,Germany,Europe,
479605,Male,Luca Koenig,Gönnebek,SH,Schleswig-Holstein,24610,Germany,Europe,
479678,Female,Ute Kappel,Ortenburg,BY,Freistaat Bayern,94496,Germany,Europe,
480132,Female,Vanessa Neustadt,Trier Trier-West-Pallien,RP,Rheinland-Pfalz,54293,Germany,Europe,
480202,Male,Michael Winkel,Großpostwitz,SN,Freistaat Sachsen,2690,Germany,Europe,
480220,Female,Franziska Scholz,Hohenkammer,BY,Freistaat Bayern,85411,Germany,Europe,
480505,Female,Sophie Fischer,Erlangen,BY,Freistaat Bayern,91018,Germany,Europe,
480516,Female,Christina Holtzmann,Fuldabrück,HE,Hessen,34277,Germany,Europe,
480550,Female,Kerstin Diederich,Dormagen Dormagen-Mitte,NW,Nordrhein-Westfalen,41539,Germany,Europe,
480659,Male,Tobias Gottschalk,Marktheidenfeld,BY,Freistaat Bayern,97821,Germany,Europe,
480894,Female,Christin Dresdner,Lauf,BY,Freistaat Bayern,91191,Germany,Europe,
481077,Male,Leon König,Schmelz,TH,Freistaat Thüringen,66839,Germany,Europe,
481104,Male,David Koehler,Nister-Möhrendorf,RP,Rheinland-Pfalz,56477,Germany,Europe,
481268,Male,Markus Holtzmann,Daubach,RP,Rheinland-Pfalz,55566,Germany,Europe,
481327,Female,Martina Egger,Hasselfelde,ST,Sachsen-Anhalt,38899,Germany,Europe,
481506,Male,Sven Kastner,Düsseldorf Karlstadt,NW,Nordrhein-Westfalen,40213,Germany,Europe,
481702,Female,Monika Hartmann,Kirschweiler,RP,Rheinland-Pfalz,55743,Germany,Europe,
481915,Male,Ralf Osterhagen,Schafflund,SH,Schleswig-Holstein,24978,Germany,Europe,
481982,Female,Julia Bayer,Alzenau,BY,Freistaat Bayern,63755,Germany,Europe,
482108,Male,Michael Theissen,Gutach,BW,Baden-Württemberg,79261,Germany,Europe,
482180,Male,Frank Koehler,Donauwörth,BY,Freistaat Bayern,86601,Germany,Europe,
482221,Female,Kristin Krueger,Stadtbergen,BY,Freistaat Bayern,86382,Germany,Europe,
482346,Male,Mike Kunze,Bottrop Welheimer Mark,NW,Nordrhein-Westfalen,46238,Germany,Europe,
482377,Female,Sabrina Moeller,Waldkirchen,BY,Freistaat Bayern,94062,Germany,Europe,
482879,Male,Matthias Bachmeier,Bad Salzuflen Retzen,NW,Nordrhein-Westfalen,32108,Germany,Europe,
482970,Female,Ulrike Probst,Vöhl,HE,Hessen,34516,Germany,Europe,
483118,Male,Phillipp Koch,Potsdam,BB,Brandenburg,14432,Germany,Europe,
483702,Male,Leon Theiss,Steinbach am Glan,RP,Rheinland-Pfalz,66909,Germany,Europe,
484181,Female,Sarah Lehmann,Offenbach am Main,HE,Hessen,63067,Germany,Europe,
484299,Male,Robert Gruenewald,Minden Meißen,NW,Nordrhein-Westfalen,32425,Germany,Europe,
484430,Male,Frank Kunze,Weinähr,RP,Rheinland-Pfalz,56379,Germany,Europe,
484432,Female,Angelika Loewe,Oberhof,TH,Freistaat Thüringen,98557,Germany,Europe,
484506,Female,Anja Pfeiffer,München,BY,Freistaat Bayern,80992,Germany,Europe,
484511,Male,Leon Kuester,Tirschenreuth,BY,Freistaat Bayern,95635,Germany,Europe,
484719,Male,Jonas Werfel,Algenstedt,ST,Sachsen-Anhalt,39638,Germany,Europe,
484984,Female,Franziska Lehrer,Ensch,RP,Rheinland-Pfalz,54340,Germany,Europe,
485061,Male,Uwe Kruger,Hattingen Welper,NW,Nordrhein-Westfalen,45527,Germany,Europe,
485209,Female,Janina Frei,Burglauer,BY,Freistaat Bayern,97724,Germany,Europe,
485267,Male,Dirk Gerber,Berger,BY,Freistaat Bayern,94542,Germany,Europe,
485285,Female,Vanessa Wagner,Waldhof-Falkenstein,RP,Rheinland-Pfalz,54673,Germany,Europe,
485784,Male,Tim Mahler,Börfink,RP,Rheinland-Pfalz,54422,Germany,Europe,
485835,Female,Karolin Ackermann,Lutherstadt Wittenberg,ST,Sachsen-Anhalt,6878,Germany,Europe,
485922,Female,Lea Abend,Ernsgaden,BY,Freistaat Bayern,85119,Germany,Europe,
486020,Female,Michelle Schmitt,Koblenz Vorstadt,RP,Rheinland-Pfalz,56073,Germany,Europe,
486086,Female,Jennifer Mayer,Auerbach,BY,Freistaat Bayern,91270,Germany,Europe,
486512,Female,Monika Mauer,Erfurt,TH,Freistaat Thüringen,99087,Germany,Europe,
486542,Male,Christian Drechsler,Bernburg,ST,Sachsen-Anhalt,6400,Germany,Europe,
486573,Male,Paul Dreher,Böklund,SH,Schleswig-Holstein,24858,Germany,Europe,
486934,Female,Stephanie Drescher,Cochem,RP,Rheinland-Pfalz,56812,Germany,Europe,
486945,Male,Sebastian Drescher,Georgsmarienhütte,NI,Niedersachsen,49124,Germany,Europe,
487107,Male,Dennis Fenstermacher,Mössingen,BW,Baden-Württemberg,72116,Germany,Europe,
487419,Female,Janina Konig,Soest,NW,Nordrhein-Westfalen,59494,Germany,Europe,
487568,Female,Yvonne Schneider,Augsburg,BY,Freistaat Bayern,86069,Germany,Europe,
488029,Male,David Ackermann,Hamburg Eimsbüttel,HH,Hamburg,20257,Germany,Europe,
488057,Male,Dirk Traugott,Meiningen,TH,Freistaat Thüringen,98607,Germany,Europe,
488175,Male,Dominik Gottschalk,Reutlingen Storlach,BW,Baden-Württemberg,72760,Germany,Europe,
488381,Male,Thomas Gloeckner,Erding,BY,Freistaat Bayern,85423,Germany,Europe,
488989,Male,Lukas Frankfurter,Seevetal,NI,Niedersachsen,21220,Germany,Europe,
489146,Male,Alexander Bar,Kiel,SH,Schleswig-Holstein,24118,Germany,Europe,
489501,Female,Jana Muench,Willingshausen,HE,Hessen,34628,Germany,Europe,
489742,Female,Kathrin Cole,Arzberg,BY,Freistaat Bayern,95653,Germany,Europe,
489744,Female,Johanna Kaufmann,Achtrup,SH,Schleswig-Holstein,25917,Germany,Europe,
489830,Female,Sabrina Finkel,Marpingen,TH,Freistaat Thüringen,66646,Germany,Europe,
489948,Male,Philipp Schuster,Tuntenhausen,BY,Freistaat Bayern,83104,Germany,Europe,
489998,Female,Sara Meister,Oberhausen Tackenberg,NW,Nordrhein-Westfalen,46119,Germany,Europe,
490481,Female,Doreen Abend,Egmating,BY,Freistaat Bayern,85658,Germany,Europe,
490672,Male,Dirk Braun,Bremerhaven Fischereihafen,HB,Freie Hansestadt Bremen,27572,Germany,Europe,
490731,Female,Anne Klein,Erftstadt,NW,Nordrhein-Westfalen,50374,Germany,Europe,
490850,Male,Max Kaufmann,Leutershausen,BY,Freistaat Bayern,91578,Germany,Europe,
490933,Female,Michelle Schroeder,Boostedt,SH,Schleswig-Holstein,24598,Germany,Europe,
490984,Male,Dirk Foerster,Chemnitz,SN,Freistaat Sachsen,9027,Germany,Europe,
491084,Female,Nicole Weissmuller,Georgensgmünd,BY,Freistaat Bayern,91162,Germany,Europe,
491106,Female,Diana Schuhmacher,Grafenwöhr,BY,Freistaat Bayern,92649,Germany,Europe,
491167,Male,Jonas Baecker,Pressath,BY,Freistaat Bayern,92687,Germany,Europe,
491289,Female,Lena Fuchs,Ribnitz-Damgarten,MV,Mecklenburg-Vorpommern,18306,Germany,Europe,
491488,Female,Silke Kruger,Oberdischingen,BW,Baden-Württemberg,89610,Germany,Europe,
491529,Female,Christina Schmitt,Kellenbach,RP,Rheinland-Pfalz,55606,Germany,Europe,
491918,Female,Brigitte Dresner,Mannheim Innenstadt,BW,Baden-Württemberg,68161,Germany,Europe,
492040,Female,Annett Frei,Nürnberg,BY,Freistaat Bayern,90017,Germany,Europe,
492062,Female,Michelle Decker,Ahrensbök,SH,Schleswig-Holstein,23620,Germany,Europe,
492147,Female,Annett Ehrlichmann,Coburg,BY,Freistaat Bayern,96420,Germany,Europe,
492206,Male,Tim Schulze,Kirsbach,RP,Rheinland-Pfalz,53539,Germany,Europe,
492768,Female,Klaudia Konig,Waren,MV,Mecklenburg-Vorpommern,17187,Germany,Europe,
492898,Female,Sabine Amsel,Hamburg Eißendorf,HH,Hamburg,21075,Germany,Europe,
493090,Female,Ute Achen,Nister,RP,Rheinland-Pfalz,57645,Germany,Europe,
493183,Male,Torsten Brauer,Ferdinandshof,MV,Mecklenburg-Vorpommern,17376,Germany,Europe,
493252,Male,Dennis Ackerman,Grömbach,BW,Baden-Württemberg,72294,Germany,Europe,
493374,Female,Sarah Metzger,Dannewerk,SH,Schleswig-Holstein,24867,Germany,Europe,
493378,Female,Jennifer Eiffel,Sörth,RP,Rheinland-Pfalz,57636,Germany,Europe,
493610,Male,Tom König,Illingen,TH,Freistaat Thüringen,66553,Germany,Europe,
493779,Female,Anne Bach,Aurach,BY,Freistaat Bayern,91589,Germany,Europe,
493927,Male,Max Köhler,Regensburg,BY,Freistaat Bayern,93003,Germany,Europe,
494009,Female,Petra Wirth,Bad Reichenhall,BY,Freistaat Bayern,83429,Germany,Europe,
494032,Female,Vanessa Gerber,Zotzenheim,RP,Rheinland-Pfalz,55576,Germany,Europe,
494192,Female,Martina Krueger,Dallgow,BB,Brandenburg,14624,Germany,Europe,
494291,Female,Julia Reiniger,Viersen Hagenbroich,NW,Nordrhein-Westfalen,41749,Germany,Europe,
494417,Female,Martina Klug,Freudental,BW,Baden-Württemberg,74392,Germany,Europe,
494464,Female,Mandy Hoffmann,Bad Sachsa,NI,Niedersachsen,37441,Germany,Europe,
494472,Female,Annett Muller,Rottach-Egern,BY,Freistaat Bayern,83697,Germany,Europe,
494519,Female,Monika Mauer,Wöllstein,RP,Rheinland-Pfalz,55597,Germany,Europe,
494890,Male,Stefan Traugott,München,BY,Freistaat Bayern,81616,Germany,Europe,
495181,Male,Stephan Eisenberg,Alfhausen,NI,Niedersachsen,49594,Germany,Europe,
495236,Female,Karin Brauer,Lucka,TH,Freistaat Thüringen,4611,Germany,Europe,
495703,Female,Julia Hirsch,Frankleben,ST,Sachsen-Anhalt,6259,Germany,Europe,
495843,Male,Dennis Baumgartner,Hamburg Kleiner Grasbrook,HH,Hamburg,20457,Germany,Europe,
495894,Female,Anke Lehmann,Imsweiler,RP,Rheinland-Pfalz,67808,Germany,Europe,
496016,Female,Jana Schuhmacher,Würzburg,BY,Freistaat Bayern,97035,Germany,Europe,
496095,Male,Tom Drescher,Lindenau,SN,Freistaat Sachsen,8289,Germany,Europe,
496351,Female,Ursula Bürger,Untereisesheim,BW,Baden-Württemberg,74257,Germany,Europe,
496836,Female,Angelika Eberhardt,Dörsdorf,RP,Rheinland-Pfalz,56370,Germany,Europe,
496867,Male,Stephan Ebersbacher,Bonn,NW,Nordrhein-Westfalen,53175,Germany,Europe,
496903,Female,Stefanie Reinhardt,Dambach,RP,Rheinland-Pfalz,55765,Germany,Europe,
497316,Male,Maik Kohl,Wuppertal Elberfeld,NW,Nordrhein-Westfalen,42117,Germany,Europe,
497370,Male,Lucas Gottlieb,Steineroth,RP,Rheinland-Pfalz,57518,Germany,Europe,
497679,Male,Bernd Holtzmann,Spabrücken,RP,Rheinland-Pfalz,55595,Germany,Europe,
497789,Male,Jürgen Richter,Düsseldorf Golzheim,NW,Nordrhein-Westfalen,40477,Germany,Europe,
497839,Female,Marina Austerlitz,Halberstadt,ST,Sachsen-Anhalt,38804,Germany,Europe,
497899,Female,Heike Papst,Hayingen,BW,Baden-Württemberg,72534,Germany,Europe,
498120,Male,Lucas Gerber,Immert,RP,Rheinland-Pfalz,54426,Germany,Europe,
498323,Female,Katharina Reiniger,Morbach,RP,Rheinland-Pfalz,54497,Germany,Europe,
498401,Female,Nadine Bayer,Potsdam,BB,Brandenburg,14405,Germany,Europe,
498432,Male,Ralph Furst,Aichach,BY,Freistaat Bayern,86543,Germany,Europe,
498540,Female,Leonie Kruger,Sengenthal,BY,Freistaat Bayern,92369,Germany,Europe,
498582,Female,Sabine Vogt,Hamburg Harvestehude,HH,Hamburg,20148,Germany,Europe,
498598,Female,Jessica Hoffmann,Gartow,NI,Niedersachsen,29471,Germany,Europe,
498798,Male,Stefan Eggers,Mindelheim,BY,Freistaat Bayern,87712,Germany,Europe,
498842,Male,Peter Aachen,Engelthal,BY,Freistaat Bayern,91238,Germany,Europe,
499126,Male,Wolfgang Eisenberg,Dintesheim,RP,Rheinland-Pfalz,55234,Germany,Europe,
499171,Male,Max Naumann,Ingolstadt,BY,Freistaat Bayern,85004,Germany,Europe,
499230,Female,Birgit Drechsler,Leipzig,SN,Freistaat Sachsen,4007,Germany,Europe,
499646,Female,Ines Gerste,Sehlde,NI,Niedersachsen,38279,Germany,Europe,
500029,Female,Johanna Bauer,Bärenstein,SN,Freistaat Sachsen,9469,Germany,Europe,
500144,Female,Nadine Hirsch,Schonungen,BY,Freistaat Bayern,97451,Germany,Europe,
500164,Male,Marko Goldschmidt,Dresden,SN,Freistaat Sachsen,1072,Germany,Europe,
500257,Female,Manuela Frueh,Imsweiler,RP,Rheinland-Pfalz,67808,Germany,Europe,
500289,Male,Frank Nussbaum,Hettstadt,BY,Freistaat Bayern,97265,Germany,Europe,
500332,Male,Daniel Kuester,Hausham,BY,Freistaat Bayern,83731,Germany,Europe,
500583,Female,Janina Hofmann,Sulzbach-Rosenberg,BY,Freistaat Bayern,92230,Germany,Europe,
500639,Male,Klaus Theissen,Namborn,TH,Freistaat Thüringen,66639,Germany,Europe,
500746,Male,Paul Freud,Dortmund,NW,Nordrhein-Westfalen,44267,Germany,Europe,
501029,Female,Heike Schiffer,Schefflenz,BW,Baden-Württemberg,74850,Germany,Europe,
501047,Female,Monika Kuhn,Aschheim,BY,Freistaat Bayern,85606,Germany,Europe,
501361,Male,Dirk Biermann,Wiesbaden,HE,Hessen,65183,Germany,Europe,
501427,Male,Daniel Maur,Babenhausen,BY,Freistaat Bayern,87727,Germany,Europe,
501476,Male,Lukas Ritter,Lüdenscheid Brügge,NW,Nordrhein-Westfalen,58515,Germany,Europe,
501602,Female,Heike Schwartz,St Wendel,TH,Freistaat Thüringen,66593,Germany,Europe,
501700,Female,Marina Fuhrmann,Rimpar,BY,Freistaat Bayern,97222,Germany,Europe,
501902,Male,Wolfgang Werfel,Borne,ST,Sachsen-Anhalt,39435,Germany,Europe,
501912,Male,Sebastian Fried,Scheer,BW,Baden-Württemberg,72516,Germany,Europe,
502131,Female,Uta Meister,Hauptstuhl,RP,Rheinland-Pfalz,66851,Germany,Europe,
502406,Male,Phillipp Fruehauf,Gusborn,NI,Niedersachsen,29476,Germany,Europe,
502444,Female,Julia Klug,Kalbe,NI,Niedersachsen,27419,Germany,Europe,
502446,Female,Jessica Walter,Sankt Sebastian,RP,Rheinland-Pfalz,56220,Germany,Europe,
502452,Male,Thorsten Reinhardt,Dresden,SN,Freistaat Sachsen,1224,Germany,Europe,
502517,Female,Nadine Goldschmidt,Warngau,BY,Freistaat Bayern,83627,Germany,Europe,
502758,Male,Lukas Bieber,Halle,ST,Sachsen-Anhalt,6017,Germany,Europe,
502900,Female,Melanie Wurfel,Rommerskirchen,NW,Nordrhein-Westfalen,41569,Germany,Europe,
503220,Female,Simone Gerste,Münster,NW,Nordrhein-Westfalen,48145,Germany,Europe,
503389,Male,Uwe Kaiser,Mühlhausen,TH,Freistaat Thüringen,99962,Germany,Europe,
503444,Male,Niklas Lemann,Bingen am Rhein,RP,Rheinland-Pfalz,55411,Germany,Europe,
503496,Female,Tanja Moeller,Niederwallmenach,RP,Rheinland-Pfalz,56357,Germany,Europe,
503508,Female,Anna Meier,Elz,HE,Hessen,65604,Germany,Europe,
503562,Male,Andreas Baumgaertner,Bad Lausick,SN,Freistaat Sachsen,4651,Germany,Europe,
503667,Female,Mandy Freeh,Racksen,RP,Rheinland-Pfalz,57612,Germany,Europe,
503734,Male,Dennis Gersten,Böklund,SH,Schleswig-Holstein,24858,Germany,Europe,
503788,Male,Michael Mueller,Würzburg,BY,Freistaat Bayern,97082,Germany,Europe,
503789,Female,Manuela Zimmermann,München,BY,Freistaat Bayern,80045,Germany,Europe,
503817,Female,Christine Dietrich,Hamburg Hammerbrook,HH,Hamburg,20097,Germany,Europe,
504047,Female,Andrea Fruehauf,Emstek,NI,Niedersachsen,49685,Germany,Europe,
504278,Female,Anja Becker,Lutherstadt Wittenberg,ST,Sachsen-Anhalt,6873,Germany,Europe,
504386,Female,Kathrin Schwab,Auhagen,NI,Niedersachsen,31553,Germany,Europe,
504517,Female,Karolin Mauer,Landsberg,BY,Freistaat Bayern,86887,Germany,Europe,
504828,Female,Kristin Scholz,Oberstdorf,BY,Freistaat Bayern,87555,Germany,Europe,
504901,Male,Jonas Ostermann,Lucka,TH,Freistaat Thüringen,4611,Germany,Europe,
504949,Female,Anja Frueh,Kusel,RP,Rheinland-Pfalz,66869,Germany,Europe,
504968,Female,Jennifer Aachen,Bollendorf,RP,Rheinland-Pfalz,54669,Germany,Europe,
505034,Male,Lukas Friedmann,Würzburg,BY,Freistaat Bayern,97074,Germany,Europe,
505288,Female,Stefanie Freud,Lauperath,RP,Rheinland-Pfalz,54649,Germany,Europe,
505458,Male,Klaus Walter,Berlin Mariendorf,BE,Berlin,12109,Germany,Europe,
505476,Male,Christian Baader,Daldorf,SH,Schleswig-Holstein,24635,Germany,Europe,
505485,Male,Benjamin Ehrlichmann,Düsseldorf Niederkassel,NW,Nordrhein-Westfalen,40547,Germany,Europe,
505656,Female,Tanja Grunwald,Lobbach,BW,Baden-Württemberg,74931,Germany,Europe,
505731,Male,Sebastian Achen,Dollnstein,BY,Freistaat Bayern,91795,Germany,Europe,
506178,Female,Birgit Traugott,Berßel,ST,Sachsen-Anhalt,38835,Germany,Europe,
506283,Female,Heike Baum,Grünendeich,NI,Niedersachsen,21720,Germany,Europe,
506422,Male,Matthias Baader,Lohnweiler,RP,Rheinland-Pfalz,67744,Germany,Europe,
506507,Male,Daniel Eisenhower,Bismark,MV,Mecklenburg-Vorpommern,17322,Germany,Europe,
506515,Male,Alexander Eberhart,Blunk,SH,Schleswig-Holstein,23813,Germany,Europe,
506742,Female,Lena Schreiber,Bargstall,SH,Schleswig-Holstein,24806,Germany,Europe,
507044,Female,Ulrike König,Schwerin,MV,Mecklenburg-Vorpommern,19011,Germany,Europe,
507168,Male,Daniel Schmitt,Ludwigshafen am Rhein Oggersheim,RP,Rheinland-Pfalz,67071,Germany,Europe,
507223,Female,Sabrina Sankt,Gröbenzell,BY,Freistaat Bayern,82180,Germany,Europe,
507287,Male,Marcel Berg,Grafschaft,RP,Rheinland-Pfalz,53501,Germany,Europe,
507298,Male,Matthias Schröder,Eichelhardt,RP,Rheinland-Pfalz,57612,Germany,Europe,
507358,Male,Mike Frueh,Großefehn,NI,Niedersachsen,26629,Germany,Europe,
507454,Female,Tanja Zimmer,Osterburg,ST,Sachsen-Anhalt,39602,Germany,Europe,
507581,Male,Philipp Wagner,Dresden,SN,Freistaat Sachsen,1102,Germany,Europe,
507938,Male,Michael Kalb,Garmisch-Partenkirchen,BY,Freistaat Bayern,82455,Germany,Europe,
507981,Male,Eric Luft,Lappersdorf,BY,Freistaat Bayern,93135,Germany,Europe,
508025,Male,Ralf Winkel,Mülbach,RP,Rheinland-Pfalz,54636,Germany,Europe,
508139,Male,Dominik Gottlieb,Ebersbrunn,SN,Freistaat Sachsen,8144,Germany,Europe,
508168,Female,Karin Fischer,Gütersloh Isselhorst,NW,Nordrhein-Westfalen,33334,Germany,Europe,
508213,Female,Diana Adler,Gschwend,BW,Baden-Württemberg,74417,Germany,Europe,
508448,Male,Mathias Moeller,Bremen Steffensweg,HB,Freie Hansestadt Bremen,28217,Germany,Europe,
508522,Female,Simone Wirth,Hamburg Hausbruch,HH,Hamburg,21075,Germany,Europe,
508885,Male,Swen Baecker,München,BY,Freistaat Bayern,80689,Germany,Europe,
509010,Male,Jan Junker,Jena,TH,Freistaat Thüringen,7718,Germany,Europe,
509138,Male,Robert Adler,Alsdorf,RP,Rheinland-Pfalz,54668,Germany,Europe,
509248,Female,Lisa Blau,Kipfenberg,BY,Freistaat Bayern,85108,Germany,Europe,
509357,Female,Sarah Konig,Lohberg,BY,Freistaat Bayern,93470,Germany,Europe,
509529,Female,Johanna Konig,Neuenhaus,NI,Niedersachsen,49828,Germany,Europe,
509680,Male,Jörg Friedman,Prezelle,NI,Niedersachsen,29491,Germany,Europe,
509827,Male,Jürgen Mahler,Neunkirchen,TH,Freistaat Thüringen,66521,Germany,Europe,
509930,Female,Jessika Friedmann,Hamburg,SH,Schleswig-Holstein,22851,Germany,Europe,
509948,Male,Sven Gerber,Serrig,RP,Rheinland-Pfalz,54455,Germany,Europe,
509986,Male,Robert Dreher,Hamburg Barmbek-Süd,HH,Hamburg,22083,Germany,Europe,
510011,Male,Phillipp Sommer,Flensburg,SH,Schleswig-Holstein,24915,Germany,Europe,
510088,Male,Andreas Farber,Stuttgart Schönberg,BW,Baden-Württemberg,70599,Germany,Europe,
510491,Female,Franziska Zimmer,Mühldorf,BY,Freistaat Bayern,84442,Germany,Europe,
510534,Male,Thomas Muench,Kiel,SH,Schleswig-Holstein,24030,Germany,Europe,
510614,Male,Phillipp Oster,Benndorf,SN,Freistaat Sachsen,4654,Germany,Europe,
510737,Female,Kerstin Friedmann,Gersheim,SL,Saarland,66453,Germany,Europe,
510759,Male,Marco Neudorf,Hinte,NI,Niedersachsen,26759,Germany,Europe,
511037,Female,Yvonne Hahn,Utzenfeld,BW,Baden-Württemberg,79694,Germany,Europe,
511229,Female,Gabriele Thalberg,Stuttgart Frauenkopf,BW,Baden-Württemberg,70184,Germany,Europe,
511230,Female,Nicole Fink,Reutlingen Weststadt,BW,Baden-Württemberg,72768,Germany,Europe,
511301,Female,Christin Junker,Getelo,NI,Niedersachsen,49843,Germany,Europe,
511323,Male,Benjamin Köhler,Rheinau,BW,Baden-Württemberg,77866,Germany,Europe,
511426,Female,Daniela Kalb,Golßen,BB,Brandenburg,15937,Germany,Europe,
511497,Male,Patrick Fischer,Gunzenhausen,BY,Freistaat Bayern,91704,Germany,Europe,
511649,Male,Niklas Schultheiss,Neukirchen,BY,Freistaat Bayern,93453,Germany,Europe,
512276,Male,Michael Abendroth,Unterkirnach,BW,Baden-Württemberg,78089,Germany,Europe,
512312,Female,Karin Zimmerman,Eichendorf,BY,Freistaat Bayern,94428,Germany,Europe,
512415,Male,Tim Bachmeier,Rostock,MV,Mecklenburg-Vorpommern,18077,Germany,Europe,
512630,Male,Lukas Kortig,Deggendorf,BY,Freistaat Bayern,94459,Germany,Europe,
512757,Female,Sandra Sommer,Bad Überkingen,BW,Baden-Württemberg,73337,Germany,Europe,
513056,Male,Uwe Boehm,Germersheim,RP,Rheinland-Pfalz,76726,Germany,Europe,
513064,Male,Tobias Müller,Schmittweiler,RP,Rheinland-Pfalz,67829,Germany,Europe,
513130,Female,Janina Schäfer,Luhden,NI,Niedersachsen,31711,Germany,Europe,
513256,Female,Lena Müller,Mengkofen,BY,Freistaat Bayern,84150,Germany,Europe,
513301,Male,Dirk Konig,Remscheid Innen,NW,Nordrhein-Westfalen,42859,Germany,Europe,
513320,Male,Phillipp Maurer,Bad Windsheim,BY,Freistaat Bayern,91429,Germany,Europe,
